id,ChapterName,difficulty,genuine_failure_count,raw_failure_count,failed_models,non_reasoning_models,genuine_failed_models,gemma_label,qwen_label,mistral_label,source,rationale,manual_note,non_reasoning_reason
93,বৃত্ত,Easy,1,2,"qwen,mistral",qwen,mistral,1,0,0,manual_note_plus_labels,Only one target model has a genuine failure; most models solved the reasoning.,"Gemma: equations ঠিক, কিন্তু tangent/normal label উল্টো। Mistral: tangent-এর constant ভুল।",not listed in manual mistake notes; treated as correct/false-positive label
94,বৃত্ত,Medium,2,3,"gemma,qwen,mistral",mistral,"gemma,qwen",0,0,0,manual_note_plus_labels,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.","Gemma: \(k=-1\) solve করেনি, solution incomplete। Qwen: circle ঠিক, অপর tangent-এর slope ভুল। Qwen: circle ঠিক, অপর tangent-এর slope ভুল।",not listed in manual mistake notes; treated as correct/false-positive label
95,বিন্যাস ও সমাবেশ,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
96,বিন্যাস ও সমাবেশ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
97,বিন্যাস ও সমাবেশ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
98,বিন্যাস ও সমাবেশ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
99,বিন্যাস ও সমাবেশ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
100,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
101,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
102,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
103,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
104,বিন্যাস ও সমাবেশ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
105,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
106,বিন্যাস ও সমাবেশ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
107,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
108,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
109,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
110,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
111,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
112,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
113,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
114,বিন্যাস ও সমাবেশ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
115,বৃত্ত,Medium,2,3,"gemma,qwen,mistral",qwen,"gemma,mistral",0,0,0,manual_note_plus_labels,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.","Gemma: arc length formula radian formে ব্যবহার করেনি। Qwen: reasoning and calculation ঠিক, final-এ angle বাদ। Mistral: arc length-কে chord length ধরে নিয়েছে।",reasoning and calculation correct; final omits angle
116,ত্রিকোণমিতি,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
117,ত্রিকোণমিতি,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
118,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
120,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
121,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
122,ত্রিকোণমিতি,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
123,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
124,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
125,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
126,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
127,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
128,ত্রিকোণমিতি,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
129,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
130,ত্রিকোণমিতি,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
131,ত্রিকোণমিতি,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
132,ত্রিকোণমিতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
134,ফাংশন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
135,ফাংশন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
136,ফাংশন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
137,ফাংশন,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
138,ফাংশন,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
139,ফাংশন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
140,ফাংশন,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
142,ফাংশন,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
144,ফাংশন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
145,ফাংশন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
147,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
148,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
149,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
150,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
151,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
152,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
153,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
154,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
155,অন্তরীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
156,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
158,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
159,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
160,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
161,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
162,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
163,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
164,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
165,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
166,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
167,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
168,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
169,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
170,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
171,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
172,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
173,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
174,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
175,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
176,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
177,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
178,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
179,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
180,অন্তরীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
181,অন্তরীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
182,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
183,অন্তরীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
184,অন্তরীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
185,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
186,অন্তরীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
187,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
188,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
189,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
190,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
191,অন্তরীকরণ,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
192,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
193,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
194,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
195,অন্তরীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
197,অন্তরীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
198,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
199,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
200,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
201,অন্তরীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
202,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
203,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
204,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
205,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
206,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
207,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
208,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
209,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
210,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
211,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
212,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
213,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
216,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
217,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
218,অন্তরীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
219,অন্তরীকরণ,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
220,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
221,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
222,অন্তরীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
223,অন্তরীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
225,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
226,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
227,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
228,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
229,সমাকলন,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
230,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
231,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
232,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
233,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
234,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
235,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
236,সমাকলন,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
237,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
238,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
239,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
240,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
241,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
242,সমাকলন,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
243,সমাকলন,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
244,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
245,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
246,সমাকলন,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
247,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
248,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
249,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
250,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
251,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
252,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
253,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
254,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
255,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
256,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
257,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
258,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
259,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
260,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
261,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
262,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
263,সমাকলন,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
264,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
265,সমাকলন,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
266,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
267,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
268,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
269,সমাকলন,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
270,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
271,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
272,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
273,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
274,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
275,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
276,সমাকলন,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
277,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
