id,ChapterName,model,manual_label,manual_status,judge_label,genuine_failure,error_type,model_note,expected_final_answer,predicted_final_answer
163,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$3\cos3x$,3\cos(3x)
163,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$3\cos3x$,$ 3\cos(3x) $
163,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$3\cos3x$,$3\cos(3x)$
163,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$3\cos3x$,$3\cos(3x)$
163,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$3\cos3x$,\( 3 \cos(3x) \)
164,অন্তরীকরণ,gpt5,0,failure,0,1,arithmetic_or_algebra_error,"GPT-5: absolute value case করতে গিয়ে domain/sign case ভুল করেছে। সে \(t=3\) বাদ দিয়েছে এবং negative \(t=-\frac32\) রেখেছে, যা physical time হিসেবে গ্রহণযোগ্য নয়।","$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","= 1/2, t = -3/2 সময়, বেগ ও সরণের সংখ্যামান সমান হওয়ার সময়: t = 1/2"
164,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen3: Qwen3-ও শুধু \(v=x\) করেছে। তাই \(t=\frac12,3\) পেয়েছে, কিন্তু \(t=1\) এবং final combined condition বাদ দিয়েছে।","$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","$ t = \frac{1}{2}, 3 $"
164,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,missing_case_or_domain_error,"Qwen2.5: \(t=\frac12,3,\frac32\) দিয়েছে। এখানে \(\frac32\) ভুল। \(v=-x\) case solve করলে positive root \(t=1\), \(\frac32\) নয়। Algebra/case handling ভুল।","$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","$t = \frac{1}{2}$, $t = 3$, এবং $t = \frac{3}{2}$."
164,অন্তরীকরণ,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: শুধু \(v=x\) case করেছে, তাই \(t=3,\frac12\) পেয়েছে। কিন্তু \(v=-x\) case করেনি, তাই \(t=1\) বাদ গেছে। এছাড়া time = speed = displacement magnitude অংশ আলাদা করেনি।","$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","t = 3, t = 1/2"
164,অন্তরীকরণ,mistral3_3b,0,failure,1,1,arithmetic_or_algebra_error,"Mistral: \(t=\frac12,1,3\) পেয়েছে, যা magnitude equality-এর জন্য ঠিক। তবে expected-এর মতো তিন অংশ আলাদা করে final সাজায়নি।","$t=3,\frac{1}{2}$; $t=1$; $t=\frac{1}{2}$","** বেগ ও সরণের সংখ্যামান সমান হওয়ার সময়সমূহ: \( t = \frac{1}{2} \), \( t = 1 \), \( t = 3 \)। সরণ ও বেগের সংখ্যামান সমান হওয়ার সমস্ত সময়ের সংখ্যা: **৩টি**।"
165,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,"$(0,0)$ এবং $(-2a,0)$","(0,0) এবং (-2a,0)"
165,অন্তরীকরণ,qwen3_4b,0,failure,0,1,geometry_condition_error,"Qwen3: দিয়েছে \((-a,a),(-a,-a)\)। এগুলো বৃত্তের top/bottom points, যেখানে tangent horizontal হয়। প্রশ্নে vertical tangent চাওয়া হয়েছিল।","$(0,0)$ এবং $(-2a,0)$","$$ (-a, a), (-a, -a) $$"
165,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,question_misinterpretation,"Qwen2.5: irrelevant/general expression দিয়েছে, যেখানে \(c\) এসেছে, অথচ problem-এ \(c\) নেই। সে curve-specific geometry ধরতে পারেনি।","$(0,0)$ এবং $(-2a,0)$","((-a + \sqrt{a^2 - c^2}, c)\) এবং \((-a - \sqrt{a^2 - c^2}, c)\)।"
165,অন্তরীকরণ,gemma3_4b,0,failure,0,1,geometry_condition_error,"Gemma: শুধু \((0,0)\) পেয়েছে। তার বড় ভুল হলো vertical tangent-এর slope বুঝতে। \(x\)-অক্ষের উপর লম্ব tangent মানে vertical line, slope infinite/undefined; Gemma slope \(0\) ধরে ফেলেছে, যা horizontal tangent-এর condition।","$(0,0)$ এবং $(-2a,0)$","$(0,0)$"
165,অন্তরীকরণ,mistral3_3b,0,failure,0,1,geometry_condition_error,"Mistral: vertical tangent lines \(x=0,-2a\) ধরেছিল, কিন্তু point বের করার সময় ভুল করেছে। \(x=0\) বসালে \(y^2=0\), \(y=\pm a\) নয়। তাই সে চারটি ভুল point দিয়েছে।","$(0,0)$ এবং $(-2a,0)$","** \[ (0, a), (0, -a), (-2a, a), (-2a, -a) \]"
166,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,$\frac{s^3}{2}$,3}{2}
166,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,Qwen3: \(\frac{s^2}{6}\) দিয়েছে। সে expansion-এ \(sx\)-এর cubic power থেকে \(s^3\) factor ঠিক রাখেনি এবং \(\tan\)-এর \(u^3/3\) term combine করেনি।,$\frac{s^3}{2}$,$\frac{s^2}{6}$
166,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen2.5: \(\frac{s^2}{3}\) দিয়েছে। একই ধরনের ভুল: \(u=sx\) হলে cubic term \(s^3x^3\), \(s^2\) নয়।",$\frac{s^3}{2}$,[ \frac{s^2}{3} \]
166,অন্তরীকরণ,gemma3_4b,0,failure,0,1,question_misinterpretation,Gemma: product form করেছে: \[ \sin(sx)(1-\cos(sx)) \] কিন্তু \[ \lim_{x\to0}\frac{1-\cos(sx)}{x^2} \] কে \(0\) ধরেছে। সঠিক মান: \[ \frac{s^2}{2} \] তাই উত্তর \(0\) হয়েছে।,$\frac{s^3}{2}$,0
166,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$\frac{s^3}{2}$,\(\frac{s^3}{2}\)
167,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","(7/2, sqrt(14)/2)"
167,অন্তরীকরণ,qwen3_4b,1,non_genuine,0,0,correct,"Qwen3: দিয়েছে: \[ \left(\frac72,\frac{\sqrt{14}}2\right) \] এটি expected answer-এর exactly same। Label 0 false negative।","$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","$ \left( \frac{7}{2}, \frac{\sqrt{14}}{2} \right) $"
167,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen2.5: \(D(x)\)-এর derivative ভুল করেছে। সে \(D'(x)\)-এ \(\sqrt{x}\)-এর derivative হিসেবে ভুলভাবে \(\sqrt{x}\)-জাতীয় term এনেছে। আসলে \(D^2=(x-4)^2+x\), derivative \(2x-7\)। তাই তার quadratic \(x^2-9x+16=0\) ভুল","$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","$(x, y) = \left(\frac{9 - \sqrt{17}}{2}, \sqrt{\frac{9 - \sqrt{17}}{2}}\right)$ বা $(x, y) = \left(\frac{9 + \sqrt{17}}{2}, \sqrt{\frac{9 + \sqrt{17}}{2}}\right)$ যেখানে দূরত্ব ফাংশনের মান নিকটতম হয়।"
167,অন্তরীকরণ,gemma3_4b,0,failure,0,1,geometry_condition_error,"Gemma: \((0,0)\) দিয়েছে। সে distance \(D\) differentiate করতে গিয়ে derivative ভুল করেছে। সহজভাবে \(D^2\) minimize করলে \(2x-7=0\) পাওয়া যায়, কিন্তু Gemma square-root derivative গুলিয়ে \(x=0\) পেয়েছে। শেষে আবার নিজেই দেখে \((4,2)\)-এর দূরত্ব 2, \((0,0)\)-এর দূরত্ব 4, তবু \((0,0)\) final করেছে।","$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","(0,0)"
167,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,"$\left(\frac{7}{2}, \sqrt{\frac{7}{2}}\right)$","** \((3.5, \sqrt{3.5})\)"
168,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$0$,0
168,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$0$,0
168,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$0$,0
168,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$0$,0
168,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$0$,** 0
169,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$r=5.42cm$ এবং $h=10.84cm$,= (500/π)^{1/3} সেমি ≈ 5.42 সেমি; h = 2(500/π)^{1/3} সেমি ≈ 10.84 সেমি।
169,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$r=5.42cm$ এবং $h=10.84cm$,"$$ h = 2\sqrt[3]{\frac{500}{\pi}}, \quad r = \sqrt[3]{\frac{500}{\pi}} $$"
169,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,no_or_insufficient_reasoning,"Qwen2.5: শুধু \(r=\left(\frac{500}{\pi}\right)^{1/3}\) দিয়েছে, কিন্তু \(h=2r\) দেয়নি। তাই incomplete।",$r=5.42cm$ এবং $h=10.84cm$,$\left(\frac{500}{\pi}\right)^{\frac{1}{3}}$ হবে যা চূড়ান্ত ফলাফল।
169,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$r=5.42cm$ এবং $h=10.84cm$,$r = \sqrt[3]{\frac{500}{\pi}}$ এবং $h = 2\sqrt[3]{\frac{500}{\pi}}$
169,অন্তরীকরণ,mistral3_3b,1,correct,0,0,correct,,$r=5.42cm$ এবং $h=10.84cm$,** ব্যাসার্ধ \( r = \left( \frac{500}{\pi} \right)^{1/3} \) সে.মি. এবং উচ্চতা \( h = 2 \cdot \left( \frac{500}{\pi} \right)^{1/3} \) সে.মি.।
170,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$k=\frac{1}{2}$,=\tfrac{1}{2}
170,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$k=\frac{1}{2}$,$\frac{1}{2}$
170,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$k=\frac{1}{2}$,$k = \frac{1}{2}$
170,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$k=\frac{1}{2}$,k = 1/2
170,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$k=\frac{1}{2}$,\(\frac{1}{2}\)
171,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$2$,2
171,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$2$,2
171,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,no_or_insufficient_reasoning,Qwen2.5: final ফাঁকা এবং reasoning repetitive/অকার্যকর। সে standard expansion বা L’Hospital apply করেনি।,$2$,
171,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$2$,2
171,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$2$,2
172,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,=\frac{\ln(\sin y)+y\tan x}{\ln(\cos x)-x\cot y}
172,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,$$ \frac{dy}{dx} = \frac{\ln(\sin y) + y \tan x}{\ln(\cos x) - x \cot y} $$
172,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,Qwen2.5: ভুল expression দিয়েছে। সে log differentiation-এর পরে \(y'\) terms সঠিকভাবে collect করেনি।,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,[ \frac{dy}{dx} = \frac{x \ln(\sin y) - y \ln(\cos x)}{-(\cos x)^y \cdot \frac{\sin x}{\cos x} - (\sin y)^x \cdot \frac{\cos y}{\sin y}} \]
172,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,$\frac{dy}{dx} = \frac{\ln(\sin y) + \frac{y \sin x}{\cos x}}{\ln(\cos x) - \frac{x \cos y}{\sin y}}$
172,অন্তরীকরণ,mistral3_3b,0,failure,0,1,question_misinterpretation,"Mistral: \(-1\) দিয়েছে, যা কোনোভাবেই general derivative নয়। সে likely symmetry ধরে \(x,y\) interchange করে ভুল conclusion করেছে।",$\frac{dy}{dx}=\frac{\ln\sin y+y\tan x}{\ln\cos x-x\cot y}$,\[ \frac{dy}{dx} = -1 \]
173,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,$\displaystyle \frac{dy}{dx}=\frac{1}{2(1+x^2)}$
173,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,Qwen3: শেষে \(\frac1x\) দিয়েছে। সে algebra simplification ভুল করেছে; arctan chain rule-এর denominator \(1+u^2\) ঠিকভাবে simplify হয়নি।,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,$$ \frac{dy}{dx} = \frac{1}{x} $$
173,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen2.5: \(u'\) বের করার সময় quotient rule ভুল করেছে। সে numerator derivative নিয়েছে, কিন্তু denominator \(x\)-এর derivative term ঠিকভাবে subtract করেনি। তাই expression খুব জটিল ও ভুল হয়েছে।",$\frac{1}{2}\cdot\frac{1}{1+x^2}$,[ \frac{x^3}{(2x^2+2-2\sqrt{1+x^2})\sqrt{1+x^2}} \]
173,অন্তরীকরণ,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: quotient-rule expression পর্যন্ত গেছে, কিন্তু simplification ঠিক শেষ করতে পারেনি। তার final expected form-এ reduce হয়নি।",$\frac{1}{2}\cdot\frac{1}{1+x^2}$,$\frac{2x^2 - \sqrt{1+x^2}(1+x^2)}{x^2 + (\sqrt{1+x^2}-1)^2 \sqrt{1+x^2}}$
173,অন্তরীকরণ,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,Mistral: \(\frac{1}{2x}\) দিয়েছে। সে simplification-এ \(\sqrt{1+x^2}\)-কে ভুলভাবে \(x\)-এর মতো reduce করেছে। সঠিক denominator \(2(1+x^2)\)।,$\frac{1}{2}\cdot\frac{1}{1+x^2}$,\(\frac{1}{2x}\)
174,অন্তরীকরণ,gpt5,0,failure,1,1,question_misinterpretation,"GPT-5: calculus ঠিক করেছে এবং local max \(128\), local min \(0\) বলেছে। কিন্তু global context ধরে “global max/min নেই” বলেছে। Expected answer local/practical extrema চাইছে, তাই final expected form-এ না থাকলেও reasoning correct।","maximum value $=128$, minimum value $=0$","(অসীমভাবে বড়), গ্লোবাল সর্বনিম্ন মান নেই (অসীমভাবে ছোট)। স্থানীয় সর্বোচ্চ: x=2 এ f=128; স্থানীয় সর্বনিম্ন: x=6 এ f=0."
174,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,"maximum value $=128$, minimum value $=0$","বৃহত্তম মান: 128, ক্ষুদ্রতম মান: 0"
174,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,no_or_insufficient_reasoning,"Qwen2.5: final ফাঁকা। সে শুধু repetitive factor discussion করেছে, derivative/critical point complete করেনি।","maximum value $=128$, minimum value $=0$",
174,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,"maximum value $=128$, minimum value $=0$",বৃহত্তম মান: 128 ক্ষুদ্রতম মান: 0
174,অন্তরীকরণ,mistral3_3b,0,failure,0,1,question_misinterpretation,"Mistral: 108 এবং -196 দিয়েছে। সে test point \(x=3\) ও \(x=-1\) বসিয়ে ভুলভাবে max/min ধরে নিয়েছে। Critical points \(x=2,6\) ব্যবহার করেনি।","maximum value $=128$, minimum value $=0$","** বৃহত্তম মান: **১০৮**, ক্ষুদ্রতম মান: **-১৯৬**"
175,অন্তরীকরণ,gpt5,0,failure,0,1,missing_case_or_domain_error,"GPT-5: integration করেছে, differentiation নয়। সে \(+C\), erfi, series ইত্যাদি দিয়েছে; সম্পূর্ণ wrong task।",$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,"[ \frac{\sqrt{\pi}}{2}\,\mathrm{erfi}(x) +\sum_{n=0}^{\infty} x^{2n+1}\sum_{k=0}^{n}\frac{(-1)^{\,n-k}}{k!\,(2n+1)^{\,n-k+1}}(\ln x)^k + C \]"
175,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,$ 2x e^{x^2} + x^{x^2} (2x \ln x + x) $
175,অন্তরীকরণ,qwen2_5_7b,1,non_genuine,0,0,correct,Qwen2.5: দিয়েছে \[ 2xe^{x^2}+x^{x^2+1}(1+2\ln x) \] এটি আসলে \[ x^{x^2}\cdot x(1+2\ln x) \] যা expected expression-এর equivalent। তাই label 0 false negative।,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,$2x e^{x^2} + x^{x^2 + 1} (1 + 2 \ln(x))$
175,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,$2x e^{x^2} + x^{x^2} (2x \ln(x) + x)$
175,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$2xe^{x^2}+x^{x^2}(2x\ln x+x)$,\[ 2x e^{x^2} + x^{x^2} (x + 2x \ln x) \]
176,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,$-\frac{1}{b}$,>0: -1/b ; b\le 0: -\infty
176,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$-\frac{1}{b}$,$$ -\frac{1}{b} $$
176,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$-\frac{1}{b}$,[ -\frac{1}{b} \]
176,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$-\frac{1}{b}$,$-\frac{1}{b}$
176,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$-\frac{1}{b}$,\(-\dfrac{1}{b}\)
177,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$a=8cm$,8 সে.মি.
177,অন্তরীকরণ,qwen3_4b,1,correct,0,0,correct,,$a=8cm$,8
177,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,Qwen2.5: \(8+\frac{\sqrt3}{2}\) দিয়েছে। সে rate \(\frac{da}{dt}\) কে সম্ভবত side length-এর সঙ্গে যোগ করেছে; related rate equation ঠিকভাবে solve করেনি।,$a=8cm$,[ 8 + \frac{\sqrt{3}}{2} \]
177,অন্তরীকরণ,gemma3_4b,1,correct,0,0,correct,,$a=8cm$,8
177,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$a=8cm$,** 8 সে.মি.
178,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,=\frac{1}{2(1+x^2)}
178,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen3: final দিয়েছে: \[ \frac{1}{1+(\sqrt{1+x^2}-x)^2} \] সে \(u'\) factor হারিয়ে ফেলেছে। Chain rule apply করেছিল, কিন্তু শেষে derivative factor বাদ দিয়েছে।",$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,$$ \frac{dy}{dx} = \frac{1}{1 + (\sqrt{1+x^2} - x)^2} $$
178,অন্তরীকরণ,qwen2_5_7b,1,correct,0,0,correct,,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,$\frac{dy}{dx} = -\frac{1}{2 + 2x^2 - 2x\sqrt{1+x^2}} \cdot \left(\frac{x}{\sqrt{1+x^2}} - 1\right)$
178,অন্তরীকরণ,gemma3_4b,1,correct,0,0,correct,,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,$-\frac{\frac{x}{\sqrt{1+x^2}} - 1}{1+(\sqrt{1+x^2}-x)^2}$
178,অন্তরীকরণ,mistral3_3b,1,correct,0,0,correct,,$\frac{(\sqrt{1+x^2}-x)}{[1+(\sqrt{1+x^2}-x)^2][\sqrt{1+x^2}]}$,\[ \frac{dy}{dx} = -\frac{x - \sqrt{1 + x^2}}{2\sqrt{1 + x^2}\left(1 + x^2 - x\sqrt{1 + x^2}\right)} \]
179,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$\frac{dy}{dx}=\frac{y}{x}$,=\frac{y}{x}
179,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen3: final 1 দিয়েছে। তার derivation-এ numerator ও denominator একই দেখিয়ে cancel করেছে, কিন্তু একটি \(y/x\) factor হারিয়েছে। সঠিক cancellation শেষে \(\frac{y}{x}\), 1 নয়।",$\frac{dy}{dx}=\frac{y}{x}$,1
179,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,no_or_insufficient_reasoning,Qwen2.5: final ফাঁকা; effective solution হয়নি।,$\frac{dy}{dx}=\frac{y}{x}$,
179,অন্তরীকরণ,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: log differentiation ঠিক শুরু করেছে, কিন্তু \(y'\) isolate করার সময় algebra sign/factor ভুল করেছে। তার final \(\frac{y}{x}\)-এ reduce হয় না।",$\frac{dy}{dx}=\frac{y}{x}$,$\frac{dy}{dx} = \frac{a(x-y) - (a+b)x}{x(b(x-y) + (a+b)y)}$
179,অন্তরীকরণ,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,"Mistral: মাঝপথে মূল log equation ভুলভাবে rearrange করেছে এবং derivative করেছে আংশিক equation থেকে। তাই \(\frac{ay}{(x-y)(a+b)}\) পেয়েছে, যা general answer নয়।",$\frac{dy}{dx}=\frac{y}{x}$,\[ \frac{dy}{dx} = \frac{a y}{(x - y)(a + b)} \]
180,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,$\cos x$,
180,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen3: \(\frac{\cos x}{n}\) দিয়েছে। সে লিখেছে \[ \frac{1}{n}\lim \frac{f(x+nh)-f(x)}{h} \] কিন্তু \(\lim \frac{f(x+nh)-f(x)}{h}=n f'(x)\), তাই \(\frac1n\) দিয়ে ভাগ করলে \(\cos x\)। সে inner chain factor \(n\) মিস করেছে।",$\cos x$,$$ \frac{\cos x}{n} $$
180,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$\cos x$,$\cos x$
180,অন্তরীকরণ,gemma3_4b,0,failure,0,1,question_misinterpretation,Gemma: \(2\cos x\) দিয়েছে। তার ভুল: \[ \lim_{h\to0}\frac{\sin(nh/2)}{nh} \] কে \(1\) ধরেছে। সঠিক: \[ \frac{\sin(nh/2)}{nh}\to\frac12 \] তাই extra factor 2 cancel হয়ে \(\cos x\) হবে।,$\cos x$,$2\cos(x)$
180,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$\cos x$,\(\cos x\)
181,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,"= -e^{\,y-x}"
181,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,$$ \frac{dy}{dx} = \frac{e^{x+y} - e^x}{e^y - e^{x+y}} $$
181,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen2.5: \(dy/dx=0\) বলেছে, \(y=0\) condition দিয়ে। সে implicit differentiation করেনি; equation থেকে special case বানিয়েছে।",$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,$dy/dx = 0$ (যখন $y = 0$)
181,অন্তরীকরণ,gemma3_4b,0,failure,0,1,geometry_condition_error,"Gemma: \(e^y\) differentiate করতে গিয়ে \(e^y y'\) term বাদ দিয়েছে, অর্থাৎ \(y\)-কে constant ধরে ফেলেছে। তাই \(\frac1{e^y}-1\) পেয়েছে।",$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,$\frac{dy}{dx} = \frac{1}{e^y} - 1$
181,অন্তরীকরণ,mistral3_3b,1,correct,0,0,correct,,$\frac{dy}{dx}=\frac{e^{x+y}-e^x}{e^y-e^{x+y}}$,\(\frac{e^x(1 - e^y)}{e^y(e^x - 1)}\)
182,অন্তরীকরণ,gpt5,1,correct,0,0,correct,,$e$,
182,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$e$,$e$
182,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$e$,$e$
182,অন্তরীকরণ,gemma3_4b,1,correct,1,0,correct,,$e$,$e$
182,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$e$,\(e\)
183,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$-1$,-1
183,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$-1$,$$ \boxed{-1} $$
183,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$-1$,-1
183,অন্তরীকরণ,gemma3_4b,0,failure,0,1,question_misinterpretation,Gemma: 1 দিয়েছে। numerator ও denominator-এর second-order term-এর sign ঠিকভাবে ধরেনি। denominator \(1+x-e^x\) negative leading term দেয়।,$-1$,1
183,অন্তরীকরণ,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,"Mistral: 1 দিয়েছে, Gemma-র মতো sign error।",$-1$,1
184,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$\frac{-x}{\sqrt{1-x^2}}$,-\frac{x}{\sqrt{1-x^2}}
184,অন্তরীকরণ,qwen3_4b,1,correct,1,0,correct,,$\frac{-x}{\sqrt{1-x^2}}$,$$ \frac{-x}{\sqrt{1 - x^2}} $$
184,অন্তরীকরণ,qwen2_5_7b,0,failure,0,1,question_misinterpretation,"Qwen2.5: 2 দিয়েছে। সে হঠাৎ \(y=2x\) ধরে ফেলেছে, কোনো valid trigonometric simplification ছাড়াই।",$\frac{-x}{\sqrt{1-x^2}}$,2
184,অন্তরীকরণ,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: direct chain rule করতে গিয়ে \(\cos(2\theta)\) ভুল করেছে। তার \(\cos2\theta=\frac{3-x}{1+x}\) এসেছে, কিন্তু সঠিকভাবে \(\cos2\theta=x\)। তাই derivative ভুল হয়েছে।",$\frac{-x}{\sqrt{1-x^2}}$,$\frac{dy}{dx} = \frac{-(3-x)}{\sqrt{\frac{1-x}{1+x}}(1+x)^2}$
184,অন্তরীকরণ,mistral3_3b,1,correct,1,0,correct,,$\frac{-x}{\sqrt{1-x^2}}$,** \[ -\frac{x}{\sqrt{1-x^2}} \]
185,অন্তরীকরণ,gpt5,1,correct,1,0,correct,,$-8$,-8
185,অন্তরীকরণ,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen3: 8 দিয়েছে, একই sign error।",$-8$,8
185,অন্তরীকরণ,qwen2_5_7b,1,correct,1,0,correct,,$-8$,-8
185,অন্তরীকরণ,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: 8 দিয়েছে, negative sign বাদ।",$-8$,8
185,অন্তরীকরণ,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,"Mistral: 8 দিয়েছে, sign বাদ।",$-8$,8
